Sample1	Sample2	Sample3	Sample4	Sample5
DEF6	22.6261	17.432318	13.127263	8.66195	18.791815
PLEKHO1	20.80906	29.423725	37.678879	16.894218	7.766012
GCLM	4.50759	7.19293	17.99835	13.95008	8.664422
UBR2	8.28317	9.531745	6.074691	10.331656	7.881892
EHD2	29.6921	68.7676215	131.722204	21.4630234	30.188
DEPDC1	0.65465	1.33225	4.69495	4.402647	3.669167
CCDC28A	17.344677	22.736281	20.126426	12.33394	12.917839
RRAGD	2.79356	7.70158	5.82036	1.55601	5.49752
HSF2	3.777091	6.365232	7.72857	5.880391	6.217408
PHF20	3.7382324	8.448211	10.699705	8.5824862	4.7423063
HSD17B6	7.622183579	27.869745	7.7702040292	2.296956	3.900449
NR1H3	14.3348219	16.4845123	17.7309568002937	33.436042	8.9099646
TYMP	106.27569176	53.36281073	128.013698194692	180.95874	52.970411
NCAPH2	15.017695	37.25248	35.21653	24.274273	26.799377
TOMM34	15.0352	23.8164	22.3447	32.7767	12.8617
SEC63	5.29334	17.80886	12.1913	12.562676	7.33605
KPNA6	7.40468	17.4996	11.9191	14.8648	16.5676
VIM	555.959054	1056.908805	864.762951	259.230007	235.93953
FAS	8.9262483	13.402378	31.18944361	12.1489847482	7.9880020101541
RNASET2	51.51582	70.272975	81.1257771	76.5305077	25.202536
CD44	57.684204892	160.131108	99.19291	40.781204	17.956044
KCNG1	0.0320568	0.175202	0.0671967	0.676684	0.320968
AGPAT4	0.55347208	2.1064	2.356904	1.52055	0.6024773
SLAMF7	39.786390315049	14.8014849	25.045718	15.0051178	10.537491972
BTN3A1	25.846482	14.889328	19.1212248	28.504643	8.8103966
MIPEP	3.83998	6.88404	5.75319	15.0812	2.19133
PRKCH	14.214632	30.6305426	10.8755465	10.389012	10.2872825
INSRR	0.0523654	0.00476297	0.119146	0.061516	0.0268895
IFNGR1	37.484884	89.524364	57.527525	37.360732873	26.257841
B4GALT7	10.744338	41.90571	27.052389	24.407729	26.838781
SH2D2A	7.73339	3.85828	6.8613009784	7.0989	3.404817
VRK2	11.574245	23.796765	19.15567	22.18171368	15.118795
TNFRSF1B	11.4363	13.4339	5.83409	17.1075	2.95071
VEZT	5.51183500695025	9.937401	7.403822	9.929664	16.118556
POU2F2	3.4046278	3.0997822	1.9964502	1.278601	1.2180346
BRD9	5.22096	7.393252	9.449632	9.72246	14.1198687
SNX1	21.6146271	52.1809583	33.0248808	30.593213	16.8388702
TBPL1	4.934952	10.80971	8.775009	9.091753	4.946978
ARNTL2	3.050615	9.111812	15.495813	8.945612	2.9791449
BCLAF1	6.892327	20.2379622	17.9421	16.233723	5.33973
SLC39A9	12.7313827	34.27422	18.286989	24.058399	22.7924776
ANK1	0.3742983	0.2104397	0.619804407	0.2439774	0.2072966
IBSP	0.147831	0.257897	0.482702	0.130705	0.0637884
TFB1M	3.86731	9.1759	5.99073	7.50986	5.56007
RABEP1	9.766758	22.026427	14.05116	8.088536	8.545202
HMGB3	56.0222729306	135.545300238734	162.37011553	196.42658424	155.29202295683
NUP160	6.055745	12.448423	11.961417	16.010906	9.287149
BAK1	22.53769	23.7743200001869	24.58426	26.01764	15.68842
MUSK	0.0340539	0.1177373	0.0338811550211	0.00954022	0
IKZF2	1.09127883	4.364432	2.94086	2.351702	2.1963945
GRN	361.5427411	595.480734	364.247416	300.992253	319.948974
FAM13B	3.638629	9.431771	4.1929830412009	5.1993810960009	3.502129
ARHGAP31	3.86863	7.39041	3.58608	1.16905	1.77148
CENPQ	4.01031	5.92401	5.73452	6.4998	5.38333
SARS	39.821747	90.22897	129.60163	66.968108	95.77501
RANBP3	19.30822	23.986558179	20.752644	18.53446443471	14.741962
ARID4A	4.290943	7.185654	3.459272	3.047076	3.6781919
TSSC1	16.8721781	19.87291	21.366429	32.564914	18.7360707
PNPLA6	16.0598645	30.318014	22.88875303	13.2018085	17.1642778040876
IFT88	3.902016	5.421322	3.613034	6.514629	4.44283
ALG1	11.96353	22.88101	20.2085327	43.3257215	10.166922
ZCCHC8	5.17116532	6.187704	4.471943	7.950618	11.4255025
ABCF2	10.397565	36.144232	34.036939	41.985262	31.44577
CHPF2	22.58288	44.5732	59.2001	30.78233	35.1658
LRRC7	0	0.00422919	0.0374037	0.2525557	0.0306796
FUT8	14.67204	36.370392	20.4077390001096	9.300442	29.299217
UBA6	4.35872	8.2378326	11.104219	10.686437	4.029806
GAB2	4.9895888	9.3437283	7.2588783	4.14904	9.514228
ATP6V0A1	10.832137	22.262524	7.700769	7.2979117	13.232628
PIAS1	3.319279	7.786819	4.148359	4.99371	3.382411
SLC4A7	3.16997000032488	5.7519528	4.3468258	2.4922806	2.2594404
APBA2	3.4143716	1.4646927	3.810583101	2.071969	16.7990694
MAP2K3	22.224396	46.542	39.041159	74.33772	30.36551
EFCAB1	0.268965	0.839294	0.1639606	2.050463	0.7449153
TMSB10	2931.58	5485.06	6373.42	4815.39	3990.66
ASTE1	2.50627366	3.711735	2.5617	2.943103	2.611658
RNF19A	35.7812592	40.955524	29.420172	17.595043	19.3260748
PEX3	4.51112	11.49374	9.05374	7.66022	6.94403
GABARAPL2	49.066794	104.807537	70.897355	95.593423	37.044915
MYOC	0.0365548	0.202229	0.0131925	0.166163	0.0109544
SH3YL1	21.9659529	59.669605	46.8825389	29.107361	59.2787148
FAM136A	16.360827	37.050385	38.050184	50.678538	33.093329
VCL	24.6245	44.75862	54.5914	29.38375	24.33728
DEPDC1B	1.97283	3.80167	4.2158	3.2935302	3.17524
DAPK2	3.245613	14.361494	5.045185	0.952868	3.4781987
NSMAF	6.953865	13.004032	7.848354	7.634061	7.649156
ADSS	18.5132	39.6602	54.2952	28.399	29.3422
STAP1	1.588602	1.219692	0.5473998	1.033299	0.580531
TIMP2	54.253038	273.218836	243.2034332462	70.26043286	49.9900700131452
RFC1	8.463968	15.252573	16.728616	13.946608	13.577004
TBC1D23	3.0019139	14.02441	8.04605	10.057943	7.39164
CUL3	16.446365	46.600413	46.914464	31.074929	22.759695
MYOM2	0.0123167	0.0420579	0.0366292	0.0173533	0.01225291
OTC	0	0.077569	0	0	0
CYP46A1	0.1837628	0.641122	0.290925	0.133528	0.2609065
ZZZ3	4.2229832	8.78994	10.001267	8.797761	8.14676
SLC18A1	0	0.08679102482	0	0	0
USP2	0.3199335	1.889649	0.25785	0.8638283	1.1002894
CASR	0	0.896772	0	0.0083828	0.0163009
TUBG2	12.9295	21.8806	12.2491	11.6348	17.4532
RPL26L1	17.594866	44.57714	38.285841	63.19452	44.59499
FLT4	4.478185	6.717373	3.41835	1.8711	2.497677
NSUN2	19.1721	40.57203	51.24667	95.3978	51.42765
FBXO42	7.63567	11.720445	10.597545	13.047189	10.97953
MFAP3	2.709631	10.837393	6.14178	5.83966586	4.35066
MRI1	8.43329	11.04529	7.28805	10.33121	7.16202
METTL1	14.720744	28.75595	19.43182	38.49602	20.78891
HOXC8	0.170838	0.607402	0.123968	1.01964	0.112409
AGA	14.72531	17.4122	15.703306	19.793519	14.06074
PI4K2B	6.7456	20.2821	21.3758	21.8512	9.23566
BOD1L1	9.52015	14.3212	11.56744	10.34895	6.55828
MAT2B	25.699571	40.03274	36.040229	60.52877	32.224888
TLL1	0.420044	1.0763879	0.3615337	0.141962	0.127794
EDC4	7.92219	25.49872	18.49217	15.98872	9.145879
TRIO	24.33354	37.868757	65.33167	21.661341	55.36696
VCAN	15.9223959	40.1892153	68.824464	24.0256108	13.1485915
CLEC16A	4.803631	14.45152	9.105448	22.39367	5.8953051
MSR1	17.1659516	53.996711	23.116088	18.6977732	4.7240668
CDH1	44.5503349	230.9375692	100.1244567	100.828820103389	96.0535746
SKIV2L2	7.66686	16.46958	10.57383	8.81945	5.87774
DNAH5	0.806162	0.93822	5.76436	1.13773	1.02237
ZFYVE16	1.2298859	6.3334052	3.201153	4.642238	2.1513069
FAM65A	6.3976012	30.935336	14.9593965	10.5657454	7.94735183
C6	0.256433	0.1654158	0.00998803	0.747985	0.0771918
RAI14	24.6420546	42.172074	98.6256087	8.8007302	71.947238
SOX30	0.146324	0.6963046	0.1998896	0.2298423	0.0751292
PNKP	15.362835	24.89011	38.868622	17.581215	10.636799
BEST2	0.3072321	0.9834274	0.2973746	0.4918626	0.6648708
PHLPP2	0.70789	2.49656	1.659188	1.251615	1.407654
SPDL1	2.21975	6.38282	5.21513	10.755066	7.457213
STAU2	20.1589464	18.385248	31.5345878	28.683486	31.4807155
PQLC2	10.881834	17.3861370041161	11.857037	22.02017	18.586209
CTNS	6.394868	17.241766	10.69021	10.464435	7.6842219
RTN4R	2.512941	12.11087	4.487851	0.982206	4.255342
PHF23	15.135749	42.847945	32.450737	21.390811	26.046044
CDH10	0	0.0468798	0	0.0656657	0
INPP4A	7.068304	11.294668	6.506019	5.412901	14.54353
RAB27B	2.35824	10.000068	20.627437	18.8406	5.21402
PSMA4	77.7267341	119.6200865	129.82633270736	239.93218	89.409087
MYO16	0.0859016	0.126089	0.046777400823167	0.0713298	0.0185581
LSG1	8.688944	17.2909	9.79643	21.4914	12.1733
PARP3	10.96752	15.98303	14.37489	16.31239	5.27605
TNC	19.0455957	219.90253	122.2137423	24.6374794	46.0791959
THAP3	8.113433	13.68463	14.6028	11.652201	11.890531
FAM65C	0.327742	0.878115	0.653164	0.551443	0.736023
TDP1	2.0871483	11.054673	7.036707	11.559449	5.192864
AIFM2	6.837057	7.345194	17.513785	20.297769	12.858117
C2orf83	0.264041	0.243434	0.124032	0.248111	0.349661
SPATA7	1.961323	8.365204	4.365635	4.8658813751	3.048458
MED17	2.8376602	7.0608838	6.657185	10.408117	7.919581
RETSAT	27.454003	26.60916	18.461491	18.0592762	20.642486
CAPG	187.227035	437.7803	446.674944	125.083692	113.391518
AP2S1	66.5698	140.03647	164.99907	92.136872	67.51876
USH2A	0.00395771	0	0.00137736	0.0724536	0.00344495
ZPBP	0	0.0907422	0	0	0
TG	0.23715868	0.1811089	0.3188182	0.2954643	0.0488366
ADAM28	7.074961	5.437879	14.738831	15.0154	5.125916
BARX2	0.532781	8.77401	5.38027	0.962235	4.09337
DCUN1D1	5.103648	16.1806	7.616759	16.003786	8.88842
JADE2	7.98967284	12.353542	10.86339516	15.465275	9.414675
ZIC2	0.630988	0.379171	0.433242	0.0130746	0.0275715
LCP2	29.000911	20.60008	19.4530737	11.296355	7.584163
TRIT1	7.018495	8.81227	10.788213	16.519229	11.511473
ADRB1	0.29843	1.11178	4.51403	0.103784	0.381454
GUCA2B	0	0.182602	0	2.02045	0.0997188
CUL7	20.29755	18.79424	10.41954	19.78205	15.86662
CTNNA1	95.0913785	226.6306	154.83667605	179.1298534	117.0310305
PHKA2	4.57836	4.91215	3.69076	6.01107	4.84928
CNTLN	1.733144	2.24169	2.86157	1.755118	2.000614
EPHA3	0.576326	0.740584	0.3321367	0.2541057	0.1279443
HSPA5	196.729	271.519	339.918	275.537	264.198
DSG2	13.0033781	70.8145073	61.430773	59.876	21.3141
GEMIN8	13.27244	15.818453	13.0992	10.335083	12.95534
OFD1	4.957183	12.648177	9.514571	13.272446	8.3543165
GPM6B	0.83733	2.6640754	1.751973	0.822498	0.5664651
MAGEC2	0.0134353	0	0.0421067	63.9547	0.0349548
PREX2	0.21409	3.03453	0.186976	0.246894	0.23536
WDR37	7.236347	7.29444461	6.591311	4.240006	7.1445438
YTHDC2	3.0159887	6.7344413	4.6290382	3.808709	3.5660275
CTPS2	3.108534	13.70003	8.30991	9.995414	6.890409
ATP6V1H	27.0682558	21.964543	47.059399	34.0759406	37.491463
POLR2B	14.438805	31.39117	24.621538157	29.073534	14.133674
FAM214A	7.6417940111078	14.460777	9.352455	4.5287813	8.13832405816706
ARAP2	2.5417859	8.078372	6.133542	8.39582	3.15977
TPR	9.628967	22.24708	17.9533795	16.457033	16.468095
CP	12.95813	19.83179	323.915256	257.86013	88.919406
KIAA0556	2.18023	6.162859	4.903493	7.708099	3.50553
DTNBP1	21.180685	23.661313	15.452795	15.400334	22.725116
XK	0.0399957	0.825874	3.03626	5.17759	0.125156
ANO2	0.07224101	1.430048327	0.110717074	0.224862737	0.2279043
C12orf4	2.867977	7.46011	5.556721	8.66267	5.030539
SCML1	3.368003	3.7444432	5.133748	1.1464	3.90587
WWC3	8.94627	20.1828	18.6935	4.1724	25.2751
ARHGAP6	0.7504691	1.38952100095419	0.49277342	0.351024342939	0.295455
FAM184B	0.0410332	0.066046	0.0988735	0.134382	0.44342
MAP4	44.0247026	58.594118	79.0719493	39.8988736	39.41030282
GOPC	5.76419	15.16275	13.76323	8.89071	7.65695
ROS1	10.48717	67.7734	13.99463	2.85518	5.64279
USP28	4.7865964	15.080112	13.042005	14.1046907	7.675025
HDAC9	2.8035598	3.56905	5.218837	3.3107691	3.4769902
TSPAN17	15.0195433	33.508124	29.672939	28.437395	34.826304
NOP16	8.5099773	18.231384	19.054551	29.7913257	20.221351
CC2D2A	1.8337606	4.9865790132337	5.832720687	6.1907061	2.7286289143359
RRM2B	7.4395989	18.0440233	9.4065	8.370795	7.55541
ZNF800	2.404724	10.492337	6.7918479	5.833543	6.026216
TNFRSF17	10.731822	1.723958	1.50516	4.017388	4.133407
SNX29	2.5250308	7.372374	3.773128	5.108682	2.3278057
LMO3	27.8967621	35.784356	23.01302120077	3.784251374	78.663614286
MRPS10	23.8015	32.3396	27.2551	45.6741	26.8405
GUCA1A	0.0493218	0.1430576	1.29891	0.290222	0.115516
RSF1	8.79883	10.332657	10.96659	10.149447	7.663571
VPS13D	2.906147195	5.953543371	2.6491122097	4.3672463	3.6183075963
CELF2	10.9467873	22.8745920847169	19.1260880361	2.80652500254117	2.5875663
FAM120A	29.0539772	48.597956	62.4208983	38.9291112	49.3803571
R3HDM1	5.604159956	11.1617250000717	11.1091815	7.105869	10.838257
COL9A2	1.89091	20.909111	26.6297	10.4024	59.490204
KITLG	1.13184	5.003234	5.608692	1.391991	8.76336
ERCC8	1.404147	4.59738	2.788489	3.312582	2.042801
ADAMTS6	0.0453522	0	0.606362	0.325998	0
H6PD	9.7728442	21.1839501	12.1156477	14.933717	23.620724
VAMP3	33.93798	82.7377	58.22411	69.72707	49.8329
PER3	4.4828851782	3.6676486925	5.47406316164	3.6429550021	4.489454480735
UTS2	0.635566	0.59431	0.2568265	0.189039	0.119037
TNFRSF9	2.633831	1.962462	2.946191	1.498837	4.081441
EPN3	1.779301	9.211701	5.288606	9.046044	4.336306
LTBP1	4.9514227	19.245700374589	21.341856144	14.3294528001717	7.03401676462
RCN1	21.05305	76.848704	57.302684	80.583439	15.910115
ELN	18.20688836288	56.1033650021559	34.2012498162877	9.105911531	12.458897462
RFC2	14.087509	33.230252	32.495963	40.034144	57.07137
ARID1B	5.9955578	14.607951	9.863818	11.111657	7.4964953
CLPTM1L	177.5674	140.2256	226.5334	119.666	273.7973
NEDD4L	41.6926109077476	35.633285402369	34.8211736947389	38.686659969009	41.6308472
FOXP3	3.2933133	1.41385011353	4.924991	3.336568	2.334008
PPP1R3F	13.385982	4.369277	6.857752	6.506354	22.30971
HEXB	54.68931	156.32081	100.044473	94.705852	52.02557
PTCD2	0.83412953	2.381878	1.987393	1.0128078	0.640222
KIAA2022	0.134254	0.0843595	0.08576789	0.00427582	0.822245
JKAMP	20.129771	39.18989	23.102014	28.317854314	22.213993
DKK3	12.782017	27.919557	41.206855	7.4291304	10.585854
ARHGEF5	5.90877	25.402469	19.230593	32.885104	17.504702
NFE2L3	11.31281	13.95713	5.928467	7.581287	4.613221
MCUR1	8.49537	12.65987	11.34194	13.31506	11.25175
LIMA1	21.61414	37.6429927593	37.01616794	26.1453100408658	36.8912292
LETMD1	10.0593347	10.562835	9.070839	19.702413	19.2441090755431
SLC4A8	2.628976	1.80643100159223	0.2975840223609	0.422212000058431	3.912650887
LAMC3	0.5982355	9.839293	1.7893837	1.0246739	2.458478
PTGER3	7.748001	0.562229	1.256093	0.1880404	0.3087458
TNIP3	0.8932892	1.6925648	2.661952	0.8388886	0.386853
MAPK9	14.166464	24.773563	13.8470930034098	31.129084	23.495811
COL23A1	0.5448411	0.762254	0.7887983	0.539824	1.005646
BCAR1	9.3512281	33.0695999	27.3806058	40.880002302378	13.696486
FAM160A2	5.21244	8.63134	7.6616	16.55214	5.75528
HERPUD1	93.322842	93.92109	68.467682	66.9469779	38.142885
HOMER3	14.6348639673	55.434205	44.498397	26.570001	21.8586911
RAD51	1.261401	3.2731510324365	4.88424	8.1417300419237	4.03937
POLQ	0.486367	0.742258	0.839873	2.3356544	1.73313
PIK3CB	5.0742387	10.2350087437	6.0414546	13.00074260799	10.6479134354
CYBA	293.02695	337.48143	430.40109	335.698103	55.3043
THOC3	11.762815	19.997944	43.884897	47.78424	54.172604
HEBP2	14.97128	28.2466	24.57187	31.780693	25.23474
MPHOSPH9	1.800296	2.0341591	3.2077039354	3.08854065335	5.492477
PLEKHA5	10.778321	11.9848156	10.5181337	11.408126	31.766294
PRSS8	90.659477	239.445874	130.927761	218.771152	379.748402
SIKE1	3.5180513	8.6665938	12.301235	8.899163	10.508984
RRP12	8.93315000635117	11.8951309	13.806850862956	17.635404688613	13.42425598
FNIP2	8.1165877	15.897145	14.97212	3.355921	12.7243182
MSMO1	45.676143	64.97078	67.198563	15.1556461	25.2397298
TTC17	14.07264	16.295019	11.141465	16.35462	14.70672
ALX4	0.0116975	0.0253505	0.146873	0.00684921	0.010241
FSTL4	1.218808	5.42592	1.865272	1.127242	1.364086
FOXN3	5.856814	13.650911	6.7923837	5.706916	5.118031
METTL24	0.438613	0.590048	0.413456	0.64581	0.0843752
AKR7A2	15.154206	46.4367	27.525112	50.761254	50.80745
MRTO4	11.3652	21.4097	21.9525	29.7893	23.2014
NNAT	0.414214	0.646898	0.518473	0.644123	0.486349
USE1	13.105907	31.655631	30.93839	25.31116	17.120231
MCF2L2	0.2793813993	0.3036507	0.207870732194	0.4191216	0.3497920839362
NRIP2	1.23534	1.03688	0.575477	0.81336055255	0.949066
LAMA3	5.006483	16.499723	4.09088841819	18.8498961	4.949297
AP5M1	4.721282	16.050955	5.37552	9.442857	6.674502
ANAPC4	5.29289	14.064571	12.557589	12.014623	6.75985
KCNQ1	2.06086	13.5897	1.80737	7.67698	2.93077
TRAPPC3	37.55979	69.17489	39.697022	60.9727	51.193334
THRAP3	19.415083	43.2539348	29.887323	39.659622	36.869379
PHPT1	15.0538	25.7148	44.1146	26.116968	29.986416
ENTPD2	0.307644	1.40826	0.2445389	4.64024	4.5163
LY75	3.87294	7.35492	3.73668	3.95794	2.26453
ARID4B	5.91726	13.738351	10.5932346	8.3296158	7.7669536
OPN3	7.58873	32.6098	10.157	46.5259	14.3583
SDCCAG8	6.123822	17.837855	13.575778	8.46093	7.703891
PTPRN	0.0845997	1.346100138	2.17976700028796	2.489977	0.238427
HHAT	2.2783217208	6.43484831097	1.552134	8.2573967	3.99808206
KIF1B	4.514560835	12.10355639	7.0571414736386	5.36724137	14.670084
FOXC1	1.8663	3.74296	10.7067	2.17068	0.922989
TBC1D22A	10.1685909776	24.153429	15.929872	9.415382	6.996497
SYNE2	35.193362324	26.715190176	15.933461043206	13.6975871451857	32.2722772340215
PLEKHH1	0.139561	0.906094	0.127465	1.86945	0.228979
ATP9A	13.21492	16.69092	6.39124	9.57919	21.34953
SPO11	0	0	0	0	0
CBLN4	0.873324	0.340259	0.0500705	0.0842902	0.0961721
CHRDL2	0.712148286	3.836877	0.969015	6.3631836	1.225624
FAM168A	6.0899045	10.314232	12.002567	8.951456	12.3790045
RELT	2.69633	5.269748	7.878293	5.783555	4.085557
GALC	5.8099726	16.8568261	8.2365036	15.3735276	5.5350404
NOP58	18.9024	42.9566	50.9744	116.184	29.166
SZRD1	32.98451	54.121281	51.07778	50.99726	67.23665
KCNH2	0.124243	2.6184	0.113817	0.231344	0.305242
CUL1	14.953704	43.75884	34.6747	32.9248591	26.307318
FAM114A2	4.52849070526	9.3397650181606	6.373762	12.9567596	8.2338054
CYFIP2	3.5425866	10.219495543311	3.5246101605	2.23915059	1.3081486
TAB2	10.9604691	27.128581	22.091639	19.0267567	12.144742
GINM1	15.273176	33.275138	31.55211	17.002158	15.791659
EIF2AK2	8.3234916	18.336039	11.914367	20.639734	13.354913
USP36	18.0838605	31.712488	23.0217015	18.3007387	21.760793
KMT2C	6.838481	15.431902	8.343581	6.342631	18.2211278
MCOLN3	0.112004	2.074951	2.040738	0.561448	0.3345305
CCDC85A	0.852949	1.28415	0.462938	0.441088	0.195917
PUM2	23.766765	41.459296	28.232277	23.021159	28.401982
MRPL43	36.498037	42.5699901	38.9880872	47.794445	48.20962
ITIH4	0.818796	0.9098849359792	0.44386433	1.890284	1.06016600016168
ITIH1	0.0335875	0.0256958	0.0175756	0	0.0292095
C4orf27	10.5305	18.8859	19.9764	18.9837	12.0151
ZFR	9.2949	25.8419	21.1708	22.9027	25.8435
ZNF280C	1.4575666	2.57007	1.69694	1.3515393	2.12866
NPFFR2	0.0683285	0.166968	0.385717	0.826341	0.0939261
PHF21B	0.0192899	0.1331354	0.037003900194055	0.0169706	0.0168318
TRAF1	7.68419	6.04868	4.929925	6.367582	5.72663
RC3H2	6.721743	10.740872	13.963704	7.2567274	8.3092756
IL17RB	1.19086	12.4942623	1.639595	2.863668	2.78187
TRAF3IP2	3.2085408	11.008861	9.572998	8.922749	6.836811
GYG2	1.829801	3.146032	4.634274	5.482772	3.114537
DCBLD2	5.979819	118.010536	30.3350478	11.430509	28.9940304
SERPINB3	0.0955902	0	0.0547565	15.4478	0.610479
SOAT1	8.19305	19.65725	21.785076	34.688019	16.995181
PKP2	0.947761	1.785201	3.635604	23.144069	6.281299
MSH4	0.0597656	0.0736439	0.0981884	0.0987932	0.13149
F7	0.0167208	0.0261367	0.0946189	4.969422	0.123756
GDI2	86.350652	117.828172	134.190102	127.445821	132.3940973
PRDM1	9.15444	6.8818957	7.256031	5.41769	3.4991
ATG5	6.5094016	17.84131	17.2740319	19.8797907	8.307724
TMCC3	1.59113	5.17196	1.96711	2.429458	1.77390000129546
PITHD1	20.050764	46.25783	35.307861	34.261279	47.21286
MTA3	9.405565	20.6621853	11.552729	25.991712	18.325449
USP13	4.141887	5.554057	2.4658987	3.90646	5.92595
ATP11B	7.560005	20.277934	10.4219679	10.1269301	10.284785
LAMC2	6.457453	70.805	106.38233	73.49661	21.43288
CDK14	1.9311845	5.411327	6.5694683892249	2.5456576	1.409979
SEC61A1	82.214437	145.465288	149.8947214	179.9577717	110.840312
PPP1R12A	7.7548182	13.5108269	12.0196839	10.9804889	9.0029164
RASGRF1	0.15541350296507	7.269411	0.1609368	0.348972	0.3512720371296
CAMK2B	0.05929866	1.6497742	0.0937391	0.1898476	0.3084322
CROCC	2.62752932	5.1475549	4.4124804	2.5741163	4.1316625
POLR3E	3.8740770084302	5.086474	9.3659992	37.9610905	3.378118294
ATP2B4	4.7779965	18.94905549	9.794487	8.298974	9.4210240477333
ZC3H11A	32.8149864	48.950042	56.795199	46.9056346	48.5800961
RIOK2	11.0827	17.76593	19.36812	14.37768	10.1076
YIPF1	7.22758	12.616411	15.04013	10.135431	10.891833274667
NDC1	3.42168	6.85619	11.2581	14.3304	8.3093
DGKG	0.564302	0.991917	0.205192	1.15167	0.572518
FLYWCH1	8.350406	12.201286	7.508543	5.63265131689	7.6357591
UNKL	2.1749400624223	2.8498787	1.5523941949	4.06766100042672	2.10492327
TBXAS1	9.1536734	15.125577	8.386029	7.600352	4.5553806
PARP12	3.63872	3.168092	7.968177	5.647109	6.551297
ALDH18A1	15.87265	24.2411	47.14398	22.49659	47.3657
TARBP1	3.77393	7.37747	3.25261	6.09482	7.60737
PET112	3.154905	8.048012	4.942915	8.265136	4.145525
MXD1	3.6395200280091	12.69	10.5208000002858	4.8959512	3.96294
CDK17	6.171236	12.849745	8.67882	9.81737	10.7065724
DNAJC25	0.677205	1.37775	3.53627	1.07052	1.08834
SLC2A3	10.1423	21.3236	23.8895	9.59373	2.85418
PSD	0.463058	0.970036	1.1288237	1.158329	1.0600643
CTDP1	4.61689614327	8.913164	9.98385	6.9766616	11.48358
YBX3	27.41689	72.57401	76.65263	62.17963	60.06538
STYK1	5.291538	3.666307	6.9922225	6.0537737	3.349222
WNK1	24.4938318	26.6851465	16.2374915	17.7726368	35.0715718
CCAR1	8.6730334	16.1547560629409	13.2275346	19.701025	14.966064
OGFR	26.475633	45.729677	36.683105	40.64522	34.019761
GNA15	4.87855	21.0799	29.8759	10.5018	9.14925
CREB3L3	0.0176466	0.0471331	0.019052	0.180833	0
